"","Year","Educ_H","Educ_W"
"2632",1990,3,3
"2633",1990,4,4
"2634",1990,3,2
"2635",1990,2,3
"2636",1990,1,2
"2637",1990,1,2
"2638",1990,2,2
"2639",1990,2,2
"2640",1990,2,2
"2641",1990,2,2
"2642",1990,2,2
"2643",1990,2,2
"2644",1990,2,1
"2645",1990,3,3
"2646",1990,3,2
"2647",1990,4,2
"2648",1990,2,2
"2649",1990,3,3
"2650",1990,3,3
"2651",1990,3,2
"2652",1990,3,4
"2653",1990,3,4
"2654",1990,2,2
"2655",1990,1,2
"2656",1990,1,1
"2657",1990,1,2
"2658",1990,2,2
"2659",1990,2,2
"2660",1990,2,1
"2661",1990,3,3
"2662",1990,1,1
"2663",1990,2,1
"2664",1990,2,2
"2665",1990,1,2
"2666",1990,2,2
"2667",1990,3,3
"2668",1990,3,3
"2669",1990,3,4
"2670",1990,2,1
"2671",1990,2,3
"2672",1990,2,1
"2673",1990,1,2
"2674",1990,1,1
"2675",1990,2,2
"2676",1990,2,2
"2677",1990,3,3
"2678",1990,2,1
"2679",1990,2,1
"2680",1990,1,1
"2681",1990,2,2
"2682",1990,1,1
"2683",1990,1,1
"2684",1990,2,3
"2685",1990,2,2
"2686",1990,1,2
"2687",1990,2,2
"2688",1990,3,4
"2689",1990,1,2
"2690",1990,2,1
"2691",1990,3,2
"2692",1990,2,1
"2693",1990,2,1
"2694",1990,2,2
"2695",1990,1,2
"2696",1990,2,3
"2697",1990,2,2
"2698",1990,1,3
"2699",1990,1,2
"2700",1990,1,2
"2701",1990,1,1
"2702",1990,3,2
"2703",1990,3,2
"2704",1990,2,2
"2705",1990,3,1
"2706",1990,3,2
"2707",1990,2,2
"2708",1990,1,2
"2709",1990,2,3
"2710",1990,2,2
"2711",1990,1,2
"2712",1990,3,2
"2713",1990,3,2
"2714",1990,3,2
"2715",1990,5,3
"2716",1990,2,2
"2717",1990,1,1
"2718",1990,1,1
"2719",1990,3,3
"2720",1990,4,3
"2721",1990,1,2
"2722",1990,2,1
"2723",1990,2,3
"2724",1990,2,2
"2725",1990,2,2
"2726",1990,2,2
"2727",1990,4,3
"2728",1990,3,2
"2729",1990,4,2
"2730",1990,3,4
"2731",1990,4,3
"2732",1990,1,2
"2733",1990,4,4
"2734",1990,4,3
"2735",1990,4,3
"2736",1990,4,3
"2737",1990,3,3
"2738",1990,3,4
"2739",1990,4,3
"2740",1990,4,3
"2741",1990,3,3
"2742",1990,4,4
"2743",1990,1,1
"2744",1990,5,3
"2745",1990,1,1
"2746",1990,2,2
"2747",1990,2,1
"2748",1990,2,2
"2749",1990,3,2
"2750",1990,3,1
"2751",1990,2,2
"2752",1990,3,2
"2753",1990,3,2
"2754",1990,2,2
"2755",1990,2,1
"2756",1990,1,2
"2757",1990,3,3
"2758",1990,2,3
"2759",1990,2,1
"2760",1990,1,2
"2761",1990,3,3
"2762",1990,2,3
"2763",1990,4,4
"2764",1990,1,1
"2765",1990,3,1
"2766",1990,3,3
"2767",1990,2,2
"2768",1990,2,1
"2769",1990,5,5
"2770",1990,4,4
"2771",1990,3,3
"2772",1990,4,4
"2773",1990,2,2
"2774",1990,2,1
"2775",1990,1,1
"2776",1990,1,2
"2777",1990,2,2
"2778",1990,2,2
"2779",1990,2,2
"2780",1990,2,2
"2781",1990,4,3
"2782",1990,2,2
"2783",1990,2,3
"2784",1990,5,5
"2785",1990,5,5
"2786",1990,3,3
"2787",1990,2,2
"2788",1990,5,4
"2789",1990,2,3
"2790",1990,2,1
"2791",1990,1,1
"2792",1990,1,2
"2793",1990,1,3
"2794",1990,3,2
"2795",1990,1,1
"2796",1990,2,2
"2797",1990,1,2
"2798",1990,1,1
"2799",1990,1,1
"2800",1990,3,3
"2801",1990,2,2
"2802",1990,3,3
"2803",1990,2,2
"2804",1990,1,2
"2805",1990,1,2
"2806",1990,1,1
"2807",1990,1,2
"2808",1990,5,5
"2809",1990,5,4
"2810",1990,1,3
"2811",1990,2,3
"2812",1990,5,4
"2813",1990,1,2
"2814",1990,2,2
"2815",1990,1,2
"2816",1990,2,3
"2817",1990,2,2
"2818",1990,2,1
"2819",1990,2,2
"2820",1990,1,1
"2821",1990,4,4
"2822",1990,3,2
"2823",1990,2,3
"2824",1990,2,3
"2825",1990,3,2
"2826",1990,2,1
"2827",1990,5,5
"2828",1990,4,4
"2829",1990,3,1
"2830",1990,3,3
"2831",1990,5,4
"2832",1990,3,2
"2833",1990,5,5
"2834",1990,2,4
"2835",1990,1,1
"2836",1990,2,2
"2837",1990,5,2
"2838",1990,4,4
"2839",1990,2,3
"2840",1990,3,3
"2841",1990,3,3
"2842",1990,2,3
"2843",1990,2,2
"2844",1990,2,3
"2845",1990,3,3
"2846",1990,4,3
"2847",1990,2,3
"2848",1990,2,1
"2849",1990,1,1
"2850",1990,4,4
"2851",1990,1,2
"2852",1990,2,1
"2853",1990,1,1
"2854",1990,1,1
"2855",1990,3,2
"2856",1990,1,1
"2857",1990,2,1
"2858",1990,1,2
"2859",1990,1,1
"2860",1990,4,3
"2861",1990,3,1
"2862",1990,2,2
"2863",1990,2,2
"2864",1990,2,2
"2865",1990,2,1
"2866",1990,2,2
"2867",1990,1,3
"2868",1990,3,3
"2869",1990,2,3
"2870",1990,1,2
"2871",1990,1,1
"2872",1990,2,3
"2873",1990,1,2
"2874",1990,3,3
"2875",1990,3,3
"2876",1990,2,2
"2877",1990,1,1
"2878",1990,2,2
"2879",1990,1,1
"2880",1990,2,1
"2881",1990,1,2
"2882",1990,1,3
"2883",1990,2,3
"2884",1990,2,2
"2885",1990,3,1
"2886",1990,1,1
"2887",1990,1,1
"2888",1990,2,1
"2889",1990,2,3
"2890",1990,1,1
"2891",1990,2,2
"2892",1990,3,2
"2893",1990,1,1
"2894",1990,2,1
"2895",1990,2,2
"2896",1990,1,2
"2897",1990,1,2
"2898",1990,2,2
"2899",1990,4,4
"2900",1990,4,4
"2901",1990,3,3
"2902",1990,3,3
"2903",1990,1,2
"2904",1990,1,3
"2905",1990,1,2
"2906",1990,2,2
"2907",1990,3,3
"2908",1990,2,4
"2909",1990,1,2
"2910",1990,2,2
"2911",1990,2,2
"2912",1990,2,2
"2913",1990,1,2
"2914",1990,1,1
"2915",1990,1,1
"2916",1990,2,2
"2917",1990,1,1
"2918",1990,2,2
"2919",1990,2,1
"2920",1990,2,1
"2921",1990,2,1
"2922",1990,1,2
"2923",1990,2,2
"2924",1990,1,1
"2925",1990,4,2
"2926",1990,3,1
"2927",1990,3,2
"2928",1990,1,2
"2929",1990,3,1
"2930",1990,1,1
"2931",1990,2,2
"2932",1990,1,1
"2933",1990,2,4
"2934",1990,3,4
"2935",1990,2,3
"2936",1990,3,2
"2937",1990,3,5
"2938",1990,2,2
"2939",1990,1,2
"2940",1990,2,1
"2941",1990,3,2
"2942",1990,4,4
"2943",1990,3,2
"2944",1990,3,2
"2945",1990,3,2
"2946",1990,3,3
"2947",1990,2,2
"2948",1990,1,1
"2949",1990,2,1
"2950",1990,1,2
"2951",1990,2,2
"2952",1990,2,1
"2953",1990,2,1
"2954",1990,1,1
"2955",1990,1,3
"2956",1990,2,1
"2957",1990,2,2
"2958",1990,2,2
"2959",1990,1,3
"2960",1990,2,1
"2961",1990,1,1
"2962",1990,2,2
"2963",1990,2,2
"2964",1990,1,2
"2965",1990,2,2
"2966",1990,2,1
"2967",1990,3,2
"2968",1990,4,5
"2969",1990,2,2
"2970",1990,2,2
"2971",1990,3,3
"2972",1990,1,1
"2973",1990,2,2
"2974",1990,3,2
"2975",1990,2,2
"2976",1990,2,2
"2977",1990,2,1
"2978",1990,1,1
"2979",1990,2,1
"2980",1990,2,2
"2981",1990,2,2
"2982",1990,2,3
"2983",1990,4,4
"2984",1990,1,4
"2985",1990,2,2
"2986",1990,3,5
"2987",1990,1,1
"2988",1990,2,2
"2989",1990,2,2
"2990",1990,2,3
"2991",1990,3,2
"2992",1990,1,1
"2993",1990,3,2
"2994",1990,1,1
"2995",1990,1,2
"2996",1990,1,1
"2997",1990,2,2
"2998",1990,4,4
"2999",1990,2,2
"3000",1990,3,1
"3001",1990,3,3
"3002",1990,2,1
"3003",1990,2,2
"3004",1990,1,1
"3005",1990,2,1
"3006",1990,2,1
"3007",1990,1,1
"3008",1990,4,3
"3009",1990,2,2
"3010",1990,1,1
"3011",1990,5,5
"3012",1990,1,1
"3013",1990,1,1
"3014",1990,2,1
"3015",1990,5,5
"3016",1990,1,1
"3017",1990,1,1
"3018",1990,1,1
"3019",1990,1,1
"3020",1990,1,1
"3021",1990,1,1
"3022",1990,5,5
"3023",1990,2,1
"3024",1990,1,2
"3025",1990,1,1
"3026",1990,1,1
"3027",1990,2,1
"3028",1990,1,3
"3029",1990,1,1
"3030",1990,2,3
"3031",1990,1,1
"3032",1990,1,1
"3033",1990,1,1
"3034",1990,1,1
"3035",1990,1,1
"3036",1990,1,1
"3037",1990,4,1
"3038",1990,1,1
"3039",1990,2,1
"3040",1990,1,1
"3041",1990,1,2
"3042",1990,2,3
"3043",1990,2,2
"3044",1990,2,3
"3045",1990,2,2
"3046",1990,1,3
"3047",1990,2,2
"3048",1990,2,2
"3049",1990,3,2
"3050",1990,2,1
"3051",1990,2,2
"3052",1990,1,2
"3053",1990,1,2
"3054",1990,1,2
"3055",1990,2,2
"3056",1990,2,2
"3057",1990,2,2
"3058",1990,4,3
"3059",1990,2,2
"3060",1990,3,2
"3061",1990,3,3
"3062",1990,4,4
"3063",1990,3,4
"3064",1990,1,2
"3065",1990,2,1
"3066",1990,2,2
"3067",1990,1,1
"3068",1990,2,2
"3069",1990,2,1
"3070",1990,2,2
"3071",1990,3,2
"3072",1990,3,4
"3073",1990,2,1
"3074",1990,2,1
"3075",1990,1,3
"3076",1990,5,5
"3077",1990,3,2
"3078",1990,2,2
"3079",1990,2,2
"3080",1990,2,1
"3081",1990,2,2
"3082",1990,3,3
"3083",1990,3,3
"3084",1990,1,1
"3085",1990,3,2
"3086",1990,3,3
"3087",1990,2,2
"3088",1990,4,2
"3089",1990,2,4
"3090",1990,1,1
"3091",1990,2,4
"3092",1990,3,1
"3093",1990,2,1
"3094",1990,1,2
"3095",1990,2,1
"3096",1990,3,3
"3097",1990,2,2
"3098",1990,1,1
"3099",1990,2,2
"3100",1990,1,1
"3101",1990,1,1
"3102",1990,2,1
"3103",1990,1,2
"3104",1990,3,3
"3105",1990,2,1
"3106",1990,2,2
"3107",1990,2,3
"3108",1990,3,3
"3109",1990,2,2
"3110",1990,3,3
"3111",1990,3,3
"3112",1990,3,2
"3113",1990,2,2
"3114",1990,1,1
"3115",1990,2,2
"3116",1990,1,2
"3117",1990,1,1
"3118",1990,1,1
"3119",1990,3,2
"3120",1990,2,1
"3121",1990,2,1
"3122",1990,2,2
"3123",1990,3,2
"3124",1990,2,1
"3125",1990,1,1
"3126",1990,2,2
"3127",1990,1,2
"3128",1990,3,3
"3129",1990,1,1
"3130",1990,2,3
"3131",1990,2,3
"3132",1990,2,2
"3133",1990,1,1
"3134",1990,1,1
"3135",1990,2,2
"3136",1990,1,1
"3137",1990,2,1
"3138",1990,1,2
"3139",1990,2,2
"3140",1990,3,3
"3141",1990,3,2
"3142",1990,2,1
"3143",1990,2,2
"3144",1990,1,2
"3145",1990,2,3
"3146",1990,2,2
"3147",1990,1,2
"3148",1990,2,1
"3149",1990,2,2
"3150",1990,3,2
"3151",1990,3,3
"3152",1990,1,2
"3153",1990,2,3
"3154",1990,3,3
"3155",1990,3,3
"3156",1990,2,2
"3157",1990,2,2
"3158",1990,1,3
"3159",1990,2,2
"3160",1990,1,1
"3161",1990,2,2
"3162",1990,1,3
"3163",1990,3,3
"3164",1990,3,4
"3165",2015,4,3
"3166",2015,4,3
"3167",2015,4,3
"3168",2015,4,4
"3169",2015,2,2
"3170",2015,2,4
"3171",2015,3,2
"3172",2015,3,2
"3173",2015,2,2
"3174",2015,3,3
"3175",2015,4,3
"3176",2015,3,3
"3177",2015,4,3
"3178",2015,4,3
"3179",2015,4,3
"3180",2015,3,3
"3181",2015,3,4
"3182",2015,3,3
"3183",2015,3,3
"3184",2015,1,3
"3185",2015,3,4
"3186",2015,5,4
"3187",2015,5,3
"3188",2015,3,3
"3189",2015,5,5
"3190",2015,3,3
"3191",2015,3,3
"3192",2015,5,5
"3193",2015,5,4
"3194",2015,3,4
"3195",2015,3,1
"3196",2015,3,3
"3197",2015,3,4
"3198",2015,3,3
"3199",2015,3,3
"3200",2015,3,5
"3201",2015,3,5
"3202",2015,2,3
"3203",2015,5,5
"3204",2015,3,3
"3205",2015,3,2
"3206",2015,4,4
"3207",2015,4,4
"3208",2015,3,3
"3209",2015,5,3
"3210",2015,3,3
"3211",2015,5,4
"3212",2015,5,5
"3213",2015,3,2
"3214",2015,3,3
"3215",2015,2,2
"3216",2015,3,3
"3217",2015,3,3
"3218",2015,3,4
"3219",2015,3,3
"3220",2015,4,3
"3221",2015,3,2
"3222",2015,2,2
"3223",2015,5,5
"3224",2015,3,3
"3225",2015,3,3
"3226",2015,3,3
"3227",2015,2,2
"3228",2015,2,3
"3229",2015,4,2
"3230",2015,3,3
"3231",2015,3,2
"3232",2015,1,3
"3233",2015,4,4
"3234",2015,3,3
"3235",2015,4,4
"3236",2015,3,3
"3237",2015,3,3
"3238",2015,5,3
"3239",2015,3,3
"3240",2015,5,5
"3241",2015,2,1
"3242",2015,3,3
"3243",2015,4,4
"3244",2015,3,3
"3245",2015,3,3
"3246",2015,2,3
"3247",2015,4,3
"3248",2015,3,3
"3249",2015,3,2
"3250",2015,5,5
"3251",2015,3,3
"3252",2015,3,2
"3253",2015,3,2
"3254",2015,3,3
"3255",2015,2,2
"3256",2015,2,2
"3257",2015,2,3
"3258",2015,2,2
"3259",2015,3,3
"3260",2015,3,1
"3261",2015,3,3
"3262",2015,1,2
"3263",2015,3,3
"3264",2015,2,2
"3265",2015,3,3
"3266",2015,3,3
"3267",2015,3,5
"3268",2015,5,5
"3269",2015,5,5
"3270",2015,2,3
"3271",2015,3,3
"3272",2015,3,3
"3273",2015,2,1
"3274",2015,2,3
"3275",2015,3,3
"3276",2015,3,3
"3277",2015,3,5
"3278",2015,3,3
"3279",2015,2,3
"3280",2015,5,4
"3281",2015,3,4
"3282",2015,3,2
"3283",2015,3,5
"3284",2015,3,4
"3285",2015,3,3
"3286",2015,5,4
"3287",2015,3,3
"3288",2015,3,2
"3289",2015,3,4
"3290",2015,3,3
"3291",2015,3,3
"3292",2015,4,5
"3293",2015,3,3
"3294",2015,4,2
"3295",2015,3,3
"3296",2015,4,3
"3297",2015,4,3
"3298",2015,3,2
"3299",2015,1,2
"3300",2015,2,3
"3301",2015,3,3
"3302",2015,3,3
"3303",2015,3,1
"3304",2015,3,3
"3305",2015,5,4
"3306",2015,2,2
"3307",2015,3,3
"3308",2015,3,3
"3309",2015,5,2
"3310",2015,4,3
"3311",2015,5,3
"3312",2015,3,2
"3313",2015,3,2
"3314",2015,3,3
"3315",2015,3,2
"3316",2015,3,2
"3317",2015,3,3
"3318",2015,2,2
"3319",2015,3,3
"3320",2015,3,3
"3321",2015,3,3
"3322",2015,3,3
"3323",2015,3,3
"3324",2015,3,3
"3325",2015,3,3
"3326",2015,2,2
"3327",2015,3,3
"3328",2015,3,4
"3329",2015,3,3
"3330",2015,1,3
"3331",2015,3,3
"3332",2015,5,5
"3333",2015,4,3
"3334",2015,3,5
"3335",2015,3,3
"3336",2015,3,3
"3337",2015,3,2
"3338",2015,3,2
"3339",2015,3,3
"3340",2015,3,3
"3341",2015,3,3
"3342",2015,4,2
"3343",2015,3,3
"3344",2015,5,3
"3345",2015,2,2
"3346",2015,2,2
"3347",2015,3,2
"3348",2015,3,2
"3349",2015,5,4
"3350",2015,4,4
"3351",2015,3,4
"3352",2015,4,4
"3353",2015,3,3
"3354",2015,4,3
"3355",2015,3,4
"3356",2015,3,2
"3357",2015,3,4
"3358",2015,3,3
"3359",2015,3,3
"3360",2015,4,4
"3361",2015,3,3
"3362",2015,4,4
"3363",2015,3,4
"3364",2015,3,3
"3365",2015,3,4
"3366",2015,3,4
"3367",2015,3,3
"3368",2015,3,3
"3369",2015,3,3
"3370",2015,3,3
"3371",2015,3,3
"3372",2015,2,2
"3373",2015,4,4
"3374",2015,3,3
"3375",2015,3,1
"3376",2015,2,2
"3377",2015,5,5
"3378",2015,3,3
"3379",2015,1,3
"3380",2015,3,2
"3381",2015,3,1
"3382",2015,1,1
"3383",2015,2,3
"3384",2015,3,3
"3385",2015,2,2
"3386",2015,1,2
"3387",2015,3,3
"3388",2015,5,4
"3389",2015,4,5
"3390",2015,3,3
"3391",2015,3,3
"3392",2015,3,2
"3393",2015,2,2
"3394",2015,2,2
"3395",2015,3,4
"3396",2015,3,3
"3397",2015,2,2
"3398",2015,2,3
"3399",2015,3,2
"3400",2015,4,4
"3401",2015,3,3
"3402",2015,3,3
"3403",2015,4,5
"3404",2015,4,4
"3405",2015,1,2
"3406",2015,3,3
"3407",2015,3,3
"3408",2015,3,3
"3409",2015,5,5
"3410",2015,1,2
"3411",2015,2,3
"3412",2015,3,1
"3413",2015,2,2
"3414",2015,5,5
"3415",2015,3,2
"3416",2015,2,3
"3417",2015,3,3
"3418",2015,5,5
"3419",2015,4,5
"3420",2015,5,5
"3421",2015,5,5
"3422",2015,5,5
"3423",2015,5,4
"3424",2015,4,3
"3425",2015,3,3
"3426",2015,3,3
"3427",2015,3,3
"3428",2015,3,2
"3429",2015,3,1
"3430",2015,3,2
"3431",2015,3,2
"3432",2015,3,3
"3433",2015,4,5
"3434",2015,3,3
"3435",2015,5,3
"3436",2015,3,2
"3437",2015,2,2
"3438",2015,3,3
"3439",2015,2,2
"3440",2015,4,3
"3441",2015,4,5
"3442",2015,3,3
"3443",2015,4,5
"3444",2015,4,4
"3445",2015,3,2
"3446",2015,5,5
"3447",2015,5,4
"3448",2015,3,2
"3449",2015,2,3
"3450",2015,5,5
"3451",2015,3,2
"3452",2015,3,3
"3453",2015,3,3
"3454",2015,3,3
"3455",2015,3,3
"3456",2015,4,2
"3457",2015,3,3
"3458",2015,3,3
"3459",2015,2,2
"3460",2015,3,3
"3461",2015,3,3
"3462",2015,2,2
"3463",2015,5,4
"3464",2015,3,2
"3465",2015,3,5
"3466",2015,3,5
"3467",2015,4,3
"3468",2015,1,2
"3469",2015,3,2
"3470",2015,3,1
"3471",2015,3,2
"3472",2015,3,3
"3473",2015,3,3
"3474",2015,4,5
"3475",2015,3,3
"3476",2015,3,3
"3477",2015,4,3
"3478",2015,4,3
"3479",2015,5,5
"3480",2015,5,5
"3481",2015,3,3
"3482",2015,5,3
"3483",2015,4,4
"3484",2015,5,3
"3485",2015,3,3
"3486",2015,3,5
"3487",2015,4,5
"3488",2015,3,4
"3489",2015,5,4
"3490",2015,3,3
"3491",2015,3,4
"3492",2015,3,3
"3493",2015,3,3
"3494",2015,2,3
"3495",2015,3,3
"3496",2015,3,5
"3497",2015,4,4
"3498",2015,1,2
"3499",2015,3,3
"3500",2015,3,3
"3501",2015,3,3
"3502",2015,3,5
"3503",2015,3,3
"3504",2015,3,3
"3505",2015,3,3
"3506",2015,3,3
"3507",2015,4,3
"3508",2015,5,5
"3509",2015,3,4
"3510",2015,2,2
"3511",2015,5,4
"3512",2015,4,4
"3513",2015,4,4
"3514",2015,2,4
"3515",2015,3,3
"3516",2015,4,5
"3517",2015,4,3
"3518",2015,2,2
"3519",2015,3,3
"3520",2015,3,3
"3521",2015,3,3
"3522",2015,2,2
"3523",2015,3,3
"3524",2015,3,3
"3525",2015,5,3
"3526",2015,3,3
"3527",2015,3,4
"3528",2015,3,3
"3529",2015,5,5
"3530",2015,3,5
"3531",2015,2,1
"3532",2015,2,2
"3533",2015,2,1
"3534",2015,1,3
"3535",2015,3,3
"3536",2015,3,3
"3537",2015,3,3
"3538",2015,3,3
"3539",2015,3,2
"3540",2015,1,3
"3541",2015,4,5
"3542",2015,5,5
"3543",2015,3,2
"3544",2015,3,4
"3545",2015,3,4
"3546",2015,2,3
"3547",2015,3,3
"3548",2015,5,3
"3549",2015,3,3
"3550",2015,3,3
"3551",2015,5,5
"3552",2015,5,5
"3553",2015,3,5
"3554",2015,3,2
"3555",2015,3,2
"3556",2015,3,2
"3557",2015,3,3
"3558",2015,4,4
"3559",2015,3,3
"3560",2015,3,3
"3561",2015,2,3
"3562",2015,2,3
"3563",2015,3,3
"3564",2015,1,1
"3565",2015,2,3
"3566",2015,2,2
"3567",2015,1,2
"3568",2015,3,3
"3569",2015,3,3
"3570",2015,2,3
"3571",2015,3,3
"3572",2015,2,2
"3573",2015,3,2
"3574",2015,5,5
"3575",2015,3,3
"3576",2015,2,3
"3577",2015,4,5
"3578",2015,2,2
"3579",2015,2,2
"3580",2015,3,3
"3581",2015,3,4
"3582",2015,5,3
"3583",2015,3,3
"3584",2015,5,5
"3585",2015,4,4
"3586",2015,3,5
"3587",2015,3,3
"3588",2015,5,5
"3589",2015,4,5
"3590",2015,3,4
"3591",2015,5,5
"3592",2015,3,5
"3593",2015,5,5
"3594",2015,5,5
"3595",2015,3,5
"3596",2015,4,3
"3597",2015,5,5
"3598",2015,4,4
"3599",2015,3,3
"3600",2015,4,3
"3601",2015,3,5
"3602",2015,3,3
"3603",2015,3,5
"3604",2015,4,4
"3605",2015,4,4
"3606",2015,3,4
"3607",2015,3,2
"3608",2015,4,3
"3609",2015,4,3
"3610",2015,3,2
"3611",2015,4,3
"3612",2015,3,3
"3613",2015,3,3
"3614",2015,5,4
"3615",2015,5,5
"3616",2015,5,5
"3617",2015,4,5
"3618",2015,4,3
"3619",2015,5,5
"3620",2015,3,4
"3621",2015,3,4
"3622",2015,3,5
"3623",2015,4,5
"3624",2015,3,3
"3625",2015,5,5
"3626",2015,4,5
"3627",2015,5,5
"3628",2015,5,3
"3629",2015,3,3
"3630",2015,2,3
"3631",2015,3,4
"3632",2015,2,3
"3633",2015,3,3
"3634",2015,4,5
"3635",2015,3,3
"3636",2015,2,2
"3637",2015,3,2
"3638",2015,3,3
"3639",2015,5,4
"3640",2015,3,3
"3641",2015,3,3
"3642",2015,5,3
"3643",2015,3,4
"3644",2015,4,4
"3645",2015,2,3
"3646",2015,3,3
"3647",2015,4,5
"3648",2015,3,3
"3649",2015,3,3
"3650",2015,4,4
"3651",2015,3,2
"3652",2015,2,2
"3653",2015,3,3
"3654",2015,2,2
"3655",2015,5,5
"3656",2015,4,4
"3657",2015,3,2
"3658",2015,5,5
"3659",2015,3,4
"3660",2015,4,3
"3661",2015,4,4
"3662",2015,3,4
"3663",2015,4,3
"3664",2015,5,5
"3665",2015,3,3
"3666",2015,3,4
"3667",2015,3,3
"3668",2015,3,3
"3669",2015,2,2
"3670",2015,3,3
"3671",2015,4,3
"3672",2015,3,3
"3673",2015,3,3
"3674",2015,3,4
"3675",2015,3,3
"3676",2015,3,4
"3677",2015,3,3
"3678",2015,4,5
"3679",2015,2,2
"3680",2015,3,2
"3681",2015,3,3
"3682",2015,3,3
"3683",2015,3,5
"3684",2015,3,3
"3685",2015,4,5
"3686",2015,3,3
"3687",2015,5,5
"3688",2015,3,3
"3689",2015,3,3
"3690",2015,5,5
"3691",2015,3,4
"3692",2015,3,2
"3693",2015,5,2
"3694",2015,5,3
"3695",2015,5,3
"3696",2015,5,3
"3697",2015,5,5
"3698",2015,5,4
"3699",2015,3,3
"3700",2015,3,3
"3701",2015,2,3
"3702",2015,3,5
"3703",2015,4,5
"3704",2015,4,3
"3705",2015,4,4
"3706",2015,2,3
"3707",2015,3,3
"3708",2015,3,2
"3709",2015,3,4
"3710",2015,3,2
"3711",2015,3,2
"3712",2015,3,2
"3713",2015,4,3
"3714",2015,3,3
"3715",2015,3,3
"3716",2015,3,2
"3717",2015,3,3
"3718",2015,3,3
"3719",2015,3,4
"3720",2015,4,3
"3721",2015,3,2
"3722",2015,3,3
"3723",2015,5,3
"3724",2015,3,3
"3725",2015,3,2
"3726",2015,3,3
"3727",2015,3,3
"3728",2015,3,3
"3729",2015,3,3
"3730",2015,3,3
"3731",2015,3,3
"3732",2015,3,3
"3733",2015,3,3
"3734",2015,3,2
"3735",2015,5,3
"3736",2015,3,2
"3737",2015,4,4
"3738",2015,3,3
"3739",2015,3,3
"3740",2015,5,3
"3741",2015,1,3
"3742",2015,2,2
"3743",2015,3,3
"3744",2015,4,4
"3745",2015,5,3
"3746",2015,4,5
"3747",2015,3,4
"3748",2015,3,3
"3749",2015,3,3
"3750",2015,4,1
"3751",2015,3,2
"3752",2015,2,3
"3753",2015,2,3
"3754",2015,4,5
"3755",2015,3,5
"3756",2015,3,3
"3757",2015,3,3
"3758",2015,5,5
"3759",2015,3,3
"3760",2015,3,1
"3761",2015,3,2
"3762",2015,3,3
"3763",2015,3,3
"3764",2015,2,3
"3765",2015,3,2
"3766",2015,5,5
"3767",2015,3,1
"3768",2015,5,5
"3769",2015,3,2
"3770",2015,3,3
"3771",2015,3,4
"3772",2015,3,3
"3773",2015,3,3
"3774",2015,2,3
"3775",2015,3,3
"3776",2015,3,2
"3777",2015,4,3
"3778",2015,3,3
"3779",2015,5,4
"3780",2015,2,2
"3781",2015,2,3
"3782",2015,4,4
"3783",2015,5,5
"3784",2015,4,5
"3785",2015,2,3
"3786",2015,3,5
"3787",2015,4,5
"3788",2015,3,2
"3789",2015,3,4
"3790",2015,2,3
"3791",2015,3,3
"3792",2015,2,5
"3793",2015,5,3
"3794",2015,4,3
"3795",2015,3,2
"3796",2015,3,4
"3797",2015,4,5
"3798",2015,4,5
"3799",2015,5,5
"3800",2015,5,5
"3801",2015,4,4
"3802",2015,5,5
"3803",2015,4,3
"3804",2015,4,3
"3805",2015,5,4
"3806",2015,4,4
"3807",2015,5,5
"3808",2015,5,5
"3809",2015,4,4
"3810",2015,5,3
"3811",2015,3,5
"3812",2015,3,3
"3813",2015,4,3
"3814",2015,3,3
"3815",2015,3,2
"3816",2015,4,5
"3817",2015,4,5
"3818",2015,3,3
"3819",2015,5,5
"3820",2015,5,4
"3821",2015,4,4
"3822",2015,3,3
"3823",2015,2,2
"3824",2015,2,2
"3825",2015,3,3
"3826",2015,4,5
"3827",2015,3,2
"3828",2015,3,3
"3829",2015,3,2
"3830",2015,3,1
"3831",2015,3,3
"3832",2015,3,3
"3833",2015,3,3
"3834",2015,2,2
"3835",2015,3,3
"3836",2015,2,3
"3837",2015,2,2
"3838",2015,2,2
"3839",2015,3,3
"3840",2015,4,4
"3841",2015,2,1
"3842",2015,4,4
"3843",2015,2,3
"3844",2015,2,2
"3845",2015,4,3
"3846",2015,2,2
"3847",2015,3,3
"3848",2015,4,3
"3849",2015,2,2
"3850",2015,5,5
"3851",2015,3,3
"3852",2015,2,2
"3853",2015,5,5
"3854",2015,2,3
"3855",2015,3,3
"3856",2015,2,2
"3857",2015,1,1
"3858",2015,3,5
"3859",2015,3,2
"3860",2015,5,4
"3861",2015,3,3
"3862",2015,5,4
"3863",2015,3,3
"3864",2015,5,5
"3865",2015,3,3
"3866",2015,4,3
"3867",2015,3,3
"3868",2015,4,5
"3869",2015,3,3
"3870",2015,3,2
"3871",2015,3,3
"3872",2015,2,3
"3873",2015,3,3
"3874",2015,4,5
"3875",2015,4,5
"3876",2015,2,2
"3877",2015,3,3
"3878",2015,2,5
"3879",2015,5,3
"3880",2015,3,2
"3881",2015,3,3
"3882",2015,3,3
"3883",2015,5,3
"3884",2015,5,5
"3885",2015,4,4
"3886",2015,5,5
"3887",2015,3,2
"3888",2015,2,4
"3889",2015,5,5
"3890",2015,3,3
"3891",2015,3,3
"3892",2015,2,2
"3893",2015,3,3
"3894",2015,3,3
"3895",2015,3,3
"3896",2015,2,1
"3897",2015,1,2
"3898",2015,3,3
"3899",2015,2,2
"3900",2015,3,3
"3901",2015,3,2
"3902",2015,3,3
