pid,wt,t,score,hs,ioo,wg,fair,most,feelings,gender,age,religion,race,inc,pol,educ
1,1,RE1,663,57.80296425457716,0.0780296425457716,1,Fair,talent,happy,Male,30,catholic,white,"$75,000+",5,College Degree
0,0,RE1,484,42.19703574542284,0.0780296425457716,0,Fair,luck,sad,Female,30,catholic,white,"$25,000-$50,000",5,College Degree
0,1,RA1,519,46.79891794409377,0.032010820559062236,0,Unfair,luck,sad,Male,33,catholic,white,"$75,000+",6,Graduate/Professional Degree
1,0,RA1,590,53.20108205590623,0.032010820559062236,1,Fair,luck,happy,Female,33,none,asian,"$50,000-$75,000",5,College Degree
0,0,RE2,682,59.929701230228474,0.09929701230228472,1,Unfair,rules,happy,Female,46,protestant,white,"$0-$25,000",9,Some College
1,0,RE2,456,40.070298769771526,0.09929701230228472,0,Unfair,rules,sad,Male,56,catholic,white,"$50,000-$75,000",4,College Degree
1,0,RE2,619,53.779322328410075,0.03779322328410073,1,Fair,rules,happy,Male,48,protestant,white,"$25,000-$50,000",7,NA
0,1,RE2,532,46.22067767158992,0.03779322328410073,0,Unfair,rules,angry,Male,43,protestant,white,"$50,000-$75,000",2,College Degree
1,1,RE2,436,38.859180035650624,0.1114081996434938,0,Unfair,luck,sad,Male,27,none,white,"$0-$25,000",3,College Degree
0,1,RE2,686,61.14081996434938,0.1114081996434938,1,Unfair,rules,indifferent,Male,31,catholic,white,"$50,000-$75,000",6,College Degree
0,1,RE2,435,39.083557951482476,0.10916442048517516,0,Unfair,luck,sad,Male,26,muslim,black,"$25,000-$50,000",3,Some College
1,1,RE2,678,60.91644204851752,0.10916442048517516,1,Fair,rules,happy,Male,45,none,white,"$25,000-$50,000",2,Some College
0,1,PR1,566,49.518810148731404,0.00481189851268593,1,Fair,luck,happy,Male,31,none,white,"$25,000-$50,000",4,Some College
1,1,PR1,577,50.481189851268596,0.00481189851268593,0,Unfair,luck,indifferent,Female,29,none,latino,"$0-$25,000",1,Some College
1,0,RA1,594,48.097165991902834,0.01902834008097165,0,Fair,talent,sad,Female,29,none,white,"$25,000-$50,000",6,Some College
0,0,RA1,641,51.902834008097166,0.01902834008097165,1,Unfair,luck,happy,Male,26,other,white,"$25,000-$50,000",2,Some College
1,1,RE1,639,56.69920141969832,0.0669920141969832,1,Fair,talent,happy,Male,26,muslim,asian,"$0-$25,000",5,Some College
0,1,RE1,488,43.30079858030169,0.0669920141969832,0,Unfair,rules,sad,Female,40,protestant,white,"$0-$25,000",9,High School
0,0,RA2,539,50.279850746268664,0.002798507462686617,1,Fair,talent,happy,Female,64,protestant,white,"$50,000-$75,000",6,College Degree
1,0,PR1,590,52.49110320284698,0.02491103202846978,0,Unfair,luck,angry,Male,30,protestant,white,"$25,000-$50,000",6,High School
0,1,PR1,534,47.50889679715303,0.02491103202846978,1,Fair,rules,happy,Female,37,protestant,white,"$75,000+",4,Graduate/Professional Degree
1,0,RA2,533,49.72014925373134,0.002798507462686617,0,Unfair,rules,sad,Female,31,none,white,"$25,000-$50,000",2,Some College
1,1,RE1,500,44.28697962798937,0.05713020372010624,0,Unfair,rules,angry,Male,32,catholic,white,"$0-$25,000",1,College Degree
1,1,RA2,570,50.22026431718062,0.0022026431718061845,0,Unfair,luck,indifferent,Female,24,other,white,"$25,000-$50,000",5,Some College
0,0,RE1,629,55.713020372010625,0.05713020372010624,1,Fair,rules,happy,Male,41,none,white,"$75,000+",3,College Degree
0,0,RA2,565,49.77973568281938,0.0022026431718061845,1,Unfair,luck,happy,Male,28,catholic,white,"$25,000-$50,000",3,College Degree
0,1,RA1,614,52.21088435374149,0.022108843537414935,1,Fair,talent,happy,Male,35,none,white,"$25,000-$50,000",1,Some College
1,0,RA1,562,47.7891156462585,0.022108843537414935,0,Fair,luck,happy,Female,44,protestant,white,"$75,000+",9,College Degree
0,1,RA1,512,46.126126126126124,0.03873873873873879,0,Unfair,luck,angry,Female,37,protestant,white,"$25,000-$50,000",5,High School
1,1,RA1,598,53.873873873873876,0.03873873873873879,1,Fair,luck,happy,Male,45,none,white,"$0-$25,000",4,College Degree
0,0,PR1,550,49.59422903516681,0.004057709648331853,1,Fair,rules,happy,Female,34,none,white,"$25,000-$50,000",1,Some College
1,0,PR1,559,50.40577096483319,0.004057709648331853,0,Fair,talent,sad,Female,69,protestant,white,"$50,000-$75,000",6,Some College
1,1,PR2,513,NA,NA,0,Fair,luck,indifferent,Male,41,protestant,white,"$75,000+",5,Some College
0,0,RE2,665,61.745589600742804,0.117455896007428,1,Unfair,rules,happy,Female,35,protestant,white,"$50,000-$75,000",8,Some College
0,1,RE2,691,NA,NA,1,Unfair,rules,happy,Female,34,lutheran,white,"$75,000+",3,College Degree
1,1,RE2,412,38.254410399257196,0.117455896007428,0,Unfair,rules,indifferent,Female,64,protestant,black,"$0-$25,000",2,College Degree
1,0,RA1,534,47.80662488809311,0.021933751119068923,0,Unfair,luck,angry,Female,37,catholic,black,"$25,000-$50,000",6,Some College
0,1,RA1,583,52.19337511190689,0.021933751119068923,1,Fair,talent,happy,Female,57,protestant,white,"$25,000-$50,000",1,High School
0,0,RA1,561,50.54054054054053,0.00540540540540535,0,Unfair,luck,angry,Female,53,none,white,"$0-$25,000",5,College Degree
1,0,RA1,549,49.45945945945946,0.00540540540540535,1,Fair,talent,happy,Female,31,other,black,"$50,000-$75,000",3,Some College
0,1,RE1,628,54.751525719267654,0.047515257192676574,1,Unfair,rules,happy,Female,43,none,white,"$50,000-$75,000",2,College Degree
1,0,RE1,519,45.248474280732346,0.047515257192676574,0,Unfair,rules,angry,Female,40,protestant,white,"$50,000-$75,000",9,Graduate/Professional Degree
0,0,RA2,582,48.01980198019802,0.01980198019801982,1,Unfair,luck,happy,Male,31,protestant,white,"$0-$25,000",2,College Degree
1,0,RA2,630,51.98019801980198,0.01980198019801982,0,Unfair,luck,angry,Male,32,catholic,white,"$75,000+",4,College Degree
1,0,RE1,492,43.61702127659575,0.06382978723404253,0,Unfair,rules,indifferent,Male,26,catholic,white,"$75,000+",2,College Degree
0,0,RE1,636,56.38297872340425,0.06382978723404253,1,Fair,rules,happy,Female,27,none,latino,"$25,000-$50,000",5,Some College
0,0,PR2,553,48.93805309734513,0.010619469026548645,0,Unfair,rules,sad,Female,25,protestant,white,"$25,000-$50,000",9,Some College
1,1,PR2,577,51.06194690265487,0.010619469026548645,1,Fair,luck,happy,Female,64,protestant,white,"$25,000-$50,000",5,Some College
0,0,RA1,531,49.166666666666664,0.008333333333333304,0,Fair,talent,sad,Female,36,none,white,"$25,000-$50,000",8,Some College
1,0,RA1,549,50.83333333333333,0.008333333333333304,1,Fair,talent,happy,Female,32,none,white,"$25,000-$50,000",4,Some College
0,1,RE1,472,40.72476272648835,0.0927523727351165,0,Unfair,luck,angry,Male,35,none,white,"$50,000-$75,000",2,College Degree
1,1,RE1,687,59.27523727351165,0.0927523727351165,1,Fair,luck,happy,Female,32,none,white,"$25,000-$50,000",4,College Degree
0,1,RA2,548,50.137236962488565,0.0013723696248856276,1,Unfair,luck,happy,Male,29,protestant,white,"$0-$25,000",2,College Degree
1,1,RA2,545,49.862763037511435,0.0013723696248856276,0,Unfair,luck,angry,Female,34,none,white,"$0-$25,000",2,Some College
0,0,PR1,518,46.29133154602324,0.0370866845397676,0,Fair,luck,indifferent,Male,33,none,white,"$50,000-$75,000",7,Graduate/Professional Degree
0,1,RE1,502,43.164230438521066,0.06835769561478933,0,Unfair,luck,sad,Female,47,none,white,"$75,000+",4,Some College
1,0,RE1,661,56.835769561478934,0.06835769561478933,1,Fair,talent,happy,Male,31,protestant,white,"$25,000-$50,000",5,College Degree
1,1,PR1,601,53.70866845397676,0.0370866845397676,1,Unfair,luck,indifferent,Male,32,none,white,"$75,000+",1,High School
1,1,PR2,524,NA,NA,0,Unfair,luck,angry,Male,32,catholic,white,"$50,000-$75,000",7,College Degree
1,0,PR1,592,50.468883205456095,0.004688832054560943,0,Fair,luck,sad,Female,63,protestant,white,"$0-$25,000",1,High School
0,1,PR1,581,49.531116794543905,0.004688832054560943,1,Fair,talent,happy,Female,28,catholic,white,"$25,000-$50,000",6,College Degree
0,0,RE2,396,37.571157495256166,0.12428842504743831,0,Unfair,rules,angry,Male,30,lutheran,white,"$50,000-$75,000",9,College Degree
1,1,RE2,658,62.428842504743834,0.12428842504743831,1,Unfair,rules,happy,Male,31,none,white,"$75,000+",5,Some College
1,0,PR1,578,51.699463327370296,0.016994633273702986,0,Unfair,luck,angry,Female,29,none,white,"$0-$25,000",1,Some College
0,0,PR1,540,48.3005366726297,0.016994633273702986,1,Fair,luck,happy,Female,65,none,white,"$75,000+",1,Graduate/Professional Degree
1,0,RE2,395,NA,NA,0,Fair,rules,indifferent,Female,60,protestant,white,"$0-$25,000",2,Some College
0,1,PR2,568,50.44404973357016,0.004440497335701621,1,Fair,rules,happy,Female,27,protestant,white,"$0-$25,000",8,College Degree
1,0,PR2,558,49.55595026642984,0.004440497335701621,0,Unfair,rules,sad,Female,25,protestant,white,"$0-$25,000",7,Less than High School
0,0,RA1,548,49.01610017889087,0.009838998211091243,0,Fair,luck,indifferent,Male,37,protestant,white,"$50,000-$75,000",5,College Degree
1,0,RA1,570,50.98389982110913,0.009838998211091243,1,Fair,luck,happy,Male,27,none,white,"$0-$25,000",5,Some College
0,1,PR2,579,53.56151711378353,0.0356151711378353,1,Fair,luck,happy,Female,28,none,white,"$50,000-$75,000",1,College Degree
1,0,PR2,502,46.43848288621646,0.0356151711378353,0,Unfair,rules,angry,Female,30,other,white,"$25,000-$50,000",6,Some College
1,0,PR2,553,49.90974729241877,9.025270758122872e-4,0,Unfair,rules,angry,Male,34,none,white,"$0-$25,000",1,High School
0,1,PR2,555,50.09025270758123,9.025270758122872e-4,1,Unfair,rules,happy,Male,26,none,latino,"$25,000-$50,000",2,Some College
0,0,RA2,527,49.53007518796993,0.0046992481203007586,0,Unfair,luck,angry,Male,28,none,white,"$50,000-$75,000",4,College Degree
1,0,RA2,537,50.46992481203007,0.0046992481203007586,1,Fair,talent,happy,Female,27,none,asian,"$75,000+",1,College Degree
1,1,RE1,555,51.77238805970149,0.017723880597014907,1,Fair,talent,happy,Female,34,catholic,latino,"$50,000-$75,000",4,College Degree
0,0,RE1,517,48.22761194029851,0.017723880597014907,0,Unfair,luck,angry,Female,20,NA,other,"$25,000-$50,000",1,Some College
1,0,PR2,547,48.70881567230632,0.01291184327693673,0,Unfair,rules,angry,Male,26,protestant,white,"$25,000-$50,000",2,Graduate/Professional Degree
0,1,RE1,634,55.614035087719294,0.056140350877192935,1,Unfair,luck,happy,Male,29,none,black,"$25,000-$50,000",2,Some College
0,1,PR2,576,51.29118432769367,0.01291184327693673,1,Fair,talent,happy,Male,30,none,white,"$25,000-$50,000",2,High School
1,1,RE1,506,44.3859649122807,0.056140350877192935,0,Unfair,rules,angry,Male,29,none,white,"$0-$25,000",6,Some College
0,1,PR1,600,51.76876617773944,0.017687661777394337,0,Unfair,luck,angry,Male,27,other,latino,"$0-$25,000",5,Some College
1,0,PR1,559,48.23123382226057,0.017687661777394337,1,Fair,luck,happy,Male,45,protestant,white,"$75,000+",7,Some College
1,0,PR2,551,50.36563071297989,0.003656307129798919,0,Unfair,luck,sad,Male,25,catholic,white,"$50,000-$75,000",4,College Degree
0,1,PR1,529,47.48653500897666,0.025134649910233398,1,Fair,talent,happy,Female,41,protestant,white,"$75,000+",8,College Degree
1,0,PR1,585,52.51346499102334,0.025134649910233398,0,Fair,talent,sad,Female,58,catholic,white,"$0-$25,000",4,College Degree
1,0,PR2,576,51.38269402319358,0.013826940231935758,1,Unfair,rules,happy,Male,36,none,black,"$25,000-$50,000",5,High School
0,0,PR2,545,48.61730597680642,0.013826940231935758,0,Unfair,rules,sad,Male,35,none,white,"$75,000+",1,Some College
0,1,RA1,590,NA,NA,0,Fair,luck,indifferent,Male,43,none,asian,"$50,000-$75,000",6,Some College
1,0,RE1,553,46.35373009220453,0.03646269907795474,0,Fair,talent,indifferent,Female,33,none,white,"$0-$25,000",2,College Degree
0,0,RE1,640,53.64626990779547,0.03646269907795474,1,Fair,rules,happy,Male,32,other,white,"$0-$25,000",1,Graduate/Professional Degree
1,1,PR1,561,47.30185497470489,0.026981450252951067,0,Unfair,rules,sad,Male,25,none,white,"$25,000-$50,000",3,Some College
0,1,PR1,625,52.698145025295105,0.026981450252951067,1,Fair,luck,happy,Female,36,none,white,"$50,000-$75,000",3,College Degree
1,1,RE1,532,47.755834829443444,0.022441651705565557,0,Unfair,luck,angry,Female,26,catholic,latino,"$50,000-$75,000",5,College Degree
0,1,RE1,582,52.244165170556556,0.022441651705565557,1,Fair,luck,happy,Male,40,none,asian,"$50,000-$75,000",4,College Degree
0,0,PR2,565,49.95579133510168,4.420866489831532e-4,1,Fair,rules,happy,Female,54,protestant,white,"$25,000-$50,000",1,College Degree
1,1,PR2,566,50.044208664898314,4.420866489831532e-4,0,Fair,luck,indifferent,Female,31,protestant,white,"$50,000-$75,000",9,High School
1,0,PR1,543,49.54379562043796,0.0045620437956204185,0,Unfair,luck,angry,Male,24,catholic,latino,"$25,000-$50,000",5,College Degree
0,0,PR1,553,50.45620437956204,0.0045620437956204185,1,Fair,talent,happy,Male,59,catholic,white,"$0-$25,000",4,Some College
0,0,RA1,561,47.46192893401015,0.025380710659898442,0,Unfair,luck,sad,Male,40,none,white,"$25,000-$50,000",3,College Degree
1,0,RA1,621,52.53807106598985,0.025380710659898442,1,Fair,talent,happy,Female,27,none,white,"$0-$25,000",3,High School
0,1,RE1,637,55.5846422338569,0.05584642233856896,1,Unfair,luck,happy,Male,29,none,asian,"$50,000-$75,000",2,College Degree
1,0,RE1,509,44.4153577661431,0.05584642233856896,0,Fair,rules,sad,Male,40,catholic,white,"$0-$25,000",6,College Degree
1,0,RA1,569,NA,NA,0,Fair,luck,angry,Male,42,lutheran,white,"$50,000-$75,000",6,College Degree
0,0,RA1,550,49.95458673932788,4.541326067211138e-4,1,Fair,talent,happy,Female,25,none,white,"$25,000-$50,000",5,Some College
1,0,RA1,551,50.04541326067211,4.541326067211138e-4,0,Unfair,luck,angry,Male,36,none,white,"$0-$25,000",2,College Degree
0,0,RA1,569,51.307484220018026,0.013074842200180292,1,Fair,talent,happy,Male,27,none,white,"$25,000-$50,000",2,Some College
1,1,RA1,540,48.69251577998197,0.013074842200180292,0,Unfair,luck,angry,Male,32,catholic,white,"$75,000+",5,College Degree
1,1,PR2,542,50.749063670411985,0.0074906367041198685,1,Unfair,luck,happy,Male,26,none,white,"$25,000-$50,000",4,Some College
0,1,PR2,526,49.250936329588015,0.0074906367041198685,0,Unfair,rules,sad,Male,46,none,white,"$50,000-$75,000",5,College Degree
0,1,RE2,428,38.90909090909091,0.11090909090909096,0,Unfair,luck,sad,Female,27,none,white,"$0-$25,000",1,High School
1,1,RE2,672,61.09090909090909,0.11090909090909096,1,Unfair,talent,sad,Female,26,none,white,"$0-$25,000",1,College Degree
0,1,PR1,570,49.60835509138381,0.003916449086161844,1,Fair,rules,happy,Male,39,none,white,"$50,000-$75,000",3,College Degree
1,1,PR1,579,50.391644908616186,0.003916449086161844,0,Unfair,luck,sad,Male,31,other,asian,"$25,000-$50,000",5,Some College
0,1,RA2,576,50.70422535211267,0.007042253521126751,1,Unfair,luck,happy,Male,29,catholic,asian,"$25,000-$50,000",2,College Degree
1,1,RA2,560,49.29577464788733,0.007042253521126751,0,Unfair,luck,sad,Female,40,none,white,"$75,000+",2,Some College
1,0,RE2,690,60.632688927943754,0.10632688927943756,1,Fair,rules,happy,Female,36,catholic,white,"$0-$25,000",6,College Degree
0,1,RE2,448,39.36731107205624,0.10632688927943756,0,Unfair,rules,angry,Female,30,none,white,"$50,000-$75,000",5,College Degree
1,0,RA2,563,50.58400718778078,0.005840071877807773,1,Fair,luck,happy,Male,24,none,white,"$25,000-$50,000",1,College Degree
0,0,RA2,550,49.41599281221923,0.005840071877807773,0,Unfair,luck,sad,Male,30,protestant,black,"$50,000-$75,000",2,College Degree
0,0,RA1,561,47.38175675675676,0.026182432432432456,0,Fair,luck,sad,Female,33,none,white,"$25,000-$50,000",6,Some College
1,1,RA1,623,52.61824324324324,0.026182432432432456,1,Fair,luck,happy,Male,28,none,white,"$75,000+",1,College Degree
0,1,RE2,653,56.73327541268463,0.06733275412684625,1,Unfair,talent,happy,Male,40,lutheran,white,"$75,000+",6,Some College
1,0,RE2,498,43.26672458731538,0.06733275412684625,0,Fair,talent,sad,Female,35,protestant,white,"$50,000-$75,000",6,Some College
1,0,PR2,585,49.95730145175064,4.26985482493647e-4,0,Unfair,luck,sad,Male,44,none,white,"$75,000+",3,Graduate/Professional Degree
0,1,PR2,586,50.04269854824936,4.26985482493647e-4,1,Unfair,rules,happy,Female,34,none,white,"$75,000+",1,Graduate/Professional Degree
1,1,RE1,631,54.20962199312714,0.04209621993127144,1,Fair,talent,happy,Female,29,none,white,"$50,000-$75,000",5,Less than High School
0,1,RE1,533,45.79037800687285,0.04209621993127144,0,Unfair,rules,angry,Female,27,none,white,"$25,000-$50,000",9,Some College
1,0,RE2,686,61.969286359530265,0.11969286359530262,1,Fair,luck,happy,Male,30,other,white,"$0-$25,000",7,College Degree
0,1,RE2,421,38.030713640469735,0.11969286359530262,0,Unfair,luck,sad,Female,27,other,white,"$50,000-$75,000",6,College Degree
1,0,PR2,545,46.78111587982833,0.03218884120171672,0,Unfair,rules,angry,Male,38,catholic,white,"$75,000+",8,Graduate/Professional Degree
0,0,RA2,563,50.53859964093357,0.0053859964093356805,0,Fair,luck,happy,Female,54,protestant,white,"$50,000-$75,000",3,High School
1,0,RA2,551,49.461400359066424,0.0053859964093356805,1,Fair,talent,happy,Female,31,none,white,"$50,000-$75,000",1,Some College
0,1,PR2,620,53.21888412017167,0.03218884120171672,1,Fair,luck,happy,Male,26,other,white,"$25,000-$50,000",3,Some College
0,1,PR1,543,50.324374420759966,0.0032437442075996525,1,Fair,talent,happy,Female,26,none,white,"$25,000-$50,000",2,College Degree
1,0,PR1,536,49.675625579240034,0.0032437442075996525,0,Unfair,rules,indifferent,Female,26,none,white,"$50,000-$75,000",5,High School
0,0,PR1,579,50.78947368421053,0.007894736842105288,1,Fair,luck,happy,Male,64,other,white,"$75,000+",9,Some College
1,0,PR1,561,49.21052631578947,0.007894736842105288,0,Unfair,luck,indifferent,Male,23,none,white,"$25,000-$50,000",1,Some College
1,1,PR1,568,NA,NA,0,Unfair,luck,indifferent,Male,27,catholic,white,"$50,000-$75,000",6,College Degree
1,1,RE2,412,38.649155722326455,0.11350844277673544,0,Unfair,rules,angry,Male,28,other,white,"$50,000-$75,000",5,Some College
0,1,RE2,654,61.350844277673545,0.11350844277673544,1,Fair,rules,happy,Female,35,protestant,black,NA,2,College Degree
0,1,PR2,548,48.88492417484389,0.011150758251561088,0,Unfair,rules,indifferent,Female,40,none,white,"$0-$25,000",1,Some College
1,1,PR2,573,51.11507582515611,0.011150758251561088,1,Unfair,luck,happy,Male,29,catholic,white,"$25,000-$50,000",5,High School
0,1,RA2,585,51.225919439579684,0.012259194395796813,1,Fair,luck,happy,Female,42,catholic,white,"$75,000+",2,Graduate/Professional Degree
1,0,RA2,557,48.774080560420316,0.012259194395796813,0,Fair,rules,indifferent,Male,29,protestant,white,"$50,000-$75,000",6,Some College
0,0,RA1,538,49.81481481481482,0.0018518518518518823,1,Fair,luck,happy,Male,35,none,white,"$75,000+",3,College Degree
1,0,RA1,542,50.18518518518519,0.0018518518518518823,0,Unfair,luck,sad,Female,45,none,white,"$50,000-$75,000",3,College Degree
0,0,RE2,645,59.66697502312673,0.09666975023126734,1,Unfair,luck,happy,Female,29,none,white,"$0-$25,000",1,Some College
1,1,RE2,436,40.33302497687327,0.09666975023126734,0,Unfair,luck,sad,Male,34,none,white,"$50,000-$75,000",1,College Degree
0,1,RE1,669,NA,NA,1,Fair,talent,happy,Female,27,protestant,white,"$50,000-$75,000",8,Some College
0,0,RA2,545,48.487544483985765,0.015124555160142328,0,Unfair,rules,sad,Male,41,none,white,"$50,000-$75,000",5,College Degree
1,1,RA2,579,51.512455516014235,0.015124555160142328,1,Fair,luck,happy,Female,35,catholic,black,"$25,000-$50,000",1,Some College
0,1,RA2,550,48.20333041191937,0.01796669588080635,1,Fair,talent,happy,Female,34,catholic,white,"$50,000-$75,000",2,College Degree
1,0,RA2,591,51.79666958808063,0.01796669588080635,0,Fair,luck,indifferent,Male,35,none,white,"$50,000-$75,000",5,Some College
1,1,RA2,566,49.00432900432901,0.009956709956709942,0,Unfair,luck,indifferent,Male,26,none,white,"$25,000-$50,000",2,Graduate/Professional Degree
0,1,RA2,589,50.99567099567099,0.009956709956709942,1,Unfair,rules,happy,Male,62,none,white,"$0-$25,000",7,College Degree
0,0,PR2,527,48.7962962962963,0.012037037037037068,0,Unfair,luck,indifferent,Female,27,protestant,white,"$75,000+",7,College Degree
0,0,RE2,419,39.268978444236176,0.1073102155576382,0,Unfair,luck,sad,Male,63,catholic,white,"$25,000-$50,000",7,College Degree
1,0,RE2,648,60.73102155576382,0.1073102155576382,1,Unfair,rules,happy,Male,50,none,white,"$25,000-$50,000",2,Some College
0,0,RA2,596,51.87119234116623,0.01871192341166228,1,Fair,talent,happy,Female,50,lutheran,white,"$25,000-$50,000",1,Some College
1,1,RA2,553,48.128807658833765,0.01871192341166228,0,Unfair,luck,indifferent,Male,30,catholic,white,"$0-$25,000",5,College Degree
1,1,PR2,553,51.20370370370371,0.012037037037037068,1,Unfair,luck,happy,Female,26,none,white,"$25,000-$50,000",1,Some College
1,0,RA2,527,48.97769516728624,0.010223048327137496,0,Fair,rules,sad,Female,27,none,white,"$25,000-$50,000",5,Some College
0,0,RA2,549,51.02230483271375,0.010223048327137496,1,Fair,talent,happy,Female,43,protestant,white,"$75,000+",7,Some College
0,0,RA2,558,48.818897637795274,0.011811023622047223,1,Fair,luck,happy,Female,35,none,black,"$50,000-$75,000",2,College Degree
1,0,RA2,585,51.181102362204726,0.011811023622047223,0,Unfair,luck,indifferent,Female,24,other,black,"$25,000-$50,000",1,Some College
1,0,PR1,556,49.24712134632418,0.0075287865367581475,1,Unfair,luck,happy,Male,21,none,asian,"$75,000+",2,Some College
1,0,RE2,499,45.322434150772025,0.046775658492279715,0,Unfair,rules,angry,Female,28,protestant,white,"$25,000-$50,000",8,Some College
0,1,RE2,602,54.677565849227975,0.046775658492279715,1,Unfair,rules,happy,Male,31,other,white,"$75,000+",1,Graduate/Professional Degree
0,1,PR1,573,50.752878653675815,0.0075287865367581475,0,Fair,luck,happy,Female,54,catholic,white,"$0-$25,000",1,College Degree
0,0,RE1,621,55.84532374100719,0.05845323741007191,1,Fair,talent,happy,Female,40,protestant,white,"$75,000+",4,College Degree
0,0,PR2,558,50.45207956600362,0.004520795660036159,1,Unfair,luck,happy,Female,36,none,white,"$0-$25,000",2,Some College
1,1,PR2,548,49.54792043399638,0.004520795660036159,0,Unfair,rules,indifferent,Female,34,protestant,white,"$25,000-$50,000",5,Graduate/Professional Degree
1,0,RE1,491,44.1546762589928,0.05845323741007191,0,Unfair,rules,angry,Female,30,none,white,"$0-$25,000",3,Some College
0,0,RA2,616,53.24114088159032,0.03241140881590321,1,Fair,luck,happy,Female,36,protestant,black,"$50,000-$75,000",5,College Degree
1,0,RA2,541,46.75885911840968,0.03241140881590321,0,Unfair,luck,sad,Female,39,none,white,"$75,000+",5,Some College
0,0,RA1,556,49.37833037300178,0.006216696269982225,0,Unfair,luck,sad,Female,24,protestant,white,"$0-$25,000",8,High School
1,0,RA1,570,50.62166962699822,0.006216696269982225,1,Fair,luck,happy,Male,26,none,white,"$25,000-$50,000",3,College Degree
0,1,RE1,657,57.885462555066084,0.0788546255506608,1,Unfair,luck,happy,Male,26,none,white,"$25,000-$50,000",5,College Degree
1,0,RE1,478,42.114537444933916,0.0788546255506608,0,Unfair,luck,angry,Male,37,none,black,"$25,000-$50,000",3,Some College
0,1,PR1,546,49.90859232175503,9.14076782449702e-4,1,Fair,rules,happy,Male,39,none,asian,"$25,000-$50,000",2,College Degree
1,1,PR1,548,50.09140767824497,9.14076782449702e-4,0,Unfair,luck,indifferent,Male,24,none,latino,"$0-$25,000",4,College Degree
1,0,RE1,510,43.55251921434672,0.06447480785653292,0,Unfair,rules,angry,Male,38,none,white,"$25,000-$50,000",6,College Degree
0,1,RE1,661,56.44748078565329,0.06447480785653292,1,Unfair,talent,indifferent,Female,25,other,white,"$0-$25,000",1,High School
0,0,RA1,583,52.95186194368756,0.029518619436875615,1,Fair,luck,happy,Male,51,none,asian,"$0-$25,000",2,Some College
1,1,RA1,518,47.048138056312446,0.029518619436875615,0,Unfair,luck,sad,Female,43,catholic,white,"$25,000-$50,000",9,Some College
0,0,PR2,553,49.463327370304114,0.00536672629695889,1,Unfair,luck,indifferent,Male,31,none,white,"$75,000+",2,Some College
1,0,PR2,565,50.536672629695886,0.00536672629695889,0,Unfair,rules,angry,Female,53,none,white,"$75,000+",1,Some College
0,0,RE2,491,42.00171086398631,0.07998289136013692,0,Unfair,rules,indifferent,Male,29,none,white,"$50,000-$75,000",5,College Degree
1,1,RE2,678,57.99828913601369,0.07998289136013692,1,Fair,luck,happy,Male,33,none,white,"$75,000+",5,College Degree
1,0,RA1,536,47.686832740213525,0.02313167259786475,0,Unfair,rules,angry,Male,38,protestant,white,"$0-$25,000",8,High School
0,0,RA1,588,52.313167259786475,0.02313167259786475,1,Unfair,luck,happy,Male,26,none,white,"$0-$25,000",7,High School
0,1,PR1,535,47.89615040286482,0.021038495971351878,1,Unfair,luck,happy,Female,37,other,white,"$75,000+",7,College Degree
0,0,RE2,394,36.78804855275444,0.13211951447245562,0,Unfair,luck,angry,Female,50,none,white,"$25,000-$50,000",3,College Degree
1,0,RE2,677,63.21195144724556,0.13211951447245562,1,Fair,rules,happy,Male,34,none,white,"$0-$25,000",4,Some College
1,1,PR1,582,52.10384959713519,0.021038495971351878,0,Fair,luck,sad,Male,35,none,white,"$50,000-$75,000",5,College Degree
1,1,RA1,571,49.30915371329879,0.006908462867012077,0,Unfair,luck,angry,Male,55,catholic,white,"$50,000-$75,000",6,College Degree
0,1,RA1,587,50.69084628670121,0.006908462867012077,1,Fair,talent,happy,Female,28,protestant,white,"$50,000-$75,000",5,College Degree
0,0,RA2,542,49.45255474452554,0.005474452554744547,1,Fair,talent,happy,Male,24,none,white,"$0-$25,000",6,Some College
1,0,RA2,554,50.54744525547446,0.005474452554744547,0,Fair,talent,happy,Male,25,none,other,"$0-$25,000",4,High School
0,0,PR1,575,51.615798922800714,0.016157989228007152,1,Fair,rules,happy,Male,25,none,white,"$50,000-$75,000",3,Graduate/Professional Degree
1,0,PR1,539,48.38420107719928,0.016157989228007152,0,Fair,talent,angry,Female,43,muslim,white,"$0-$25,000",5,College Degree
1,1,RE2,692,60.278745644599304,0.10278745644599308,1,Unfair,luck,happy,Female,31,none,white,"$75,000+",4,Some College
0,1,RE2,456,39.721254355400696,0.10278745644599308,0,Unfair,luck,sad,Male,22,other,black,"$50,000-$75,000",4,College Degree
0,0,RE1,559,49.25110132158591,0.007488986784141005,0,Unfair,luck,sad,Male,19,none,asian,"$25,000-$50,000",2,Some College
1,1,RE1,576,50.7488986784141,0.007488986784141005,1,Unfair,luck,happy,Female,22,none,asian,"$75,000+",3,College Degree
0,1,PR2,553,48.466257668711656,0.015337423312883458,0,Unfair,rules,angry,Male,25,none,white,"$25,000-$50,000",1,College Degree
1,0,PR2,588,51.533742331288344,0.015337423312883458,1,Unfair,rules,happy,Female,31,jewish,white,"$50,000-$75,000",3,College Degree
0,0,RE1,548,48.88492417484389,0.011150758251561088,0,Fair,talent,sad,Female,40,none,white,"$50,000-$75,000",1,College Degree
