personLabel,person_ID,genderLabel,nacionalidadLabel,occupationLabel,category,decade,birthyear,birthdate,birthdate2,birthcountry,birthplaceLabel,birthpoint,birthpoint2,lat_birth,lon_birth,deathyear,deathdate,deathplaceLabel,deathpoint,deathpoint2,lat_death,lon_death,languages,image,sitelink,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Occupation13,Occupation14,Occupation15,Occupation16,Occupation17,Occupation18,Occupation19,Occupation20,Occupation21,Occupation22,Occupation23,Occupation24
Sebastian Mancilla Olivares,http://www.wikidata.org/entity/Q6122791,masculino,Chile,"actor de televisión, escritor, actor",Arte,1950,1956,1956-11-06T00:00:00Z,11/6/1956,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2009,2009-10-18T00:00:00Z,San Fernando del Valle de Catamarca,Point(-65.779166666 -28.468611111),"-28.46861111, -65.779166666",-28.469,-65.779,4,http://commons.wikimedia.org/wiki/Special:FilePath/Sebast%C3%ADan%20Mancilla%20Olivares.jpg,https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Mancilla_Olivares,actor de televisión, escritor, actor,,,,,,,,,,,,,,,,,,,,,
Rodrigo Sepúlveda,http://www.wikidata.org/entity/Q1511995,masculino,Chile,"guionista, director de cine, realizador de televisión, productor de cine",Arte,1950,1959,1959-10-10T00:00:00Z,10/10/1959,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/AURORA%20director%20Rodrigo%20Sepulveda.jpg,https://es.wikipedia.org/wiki/Rodrigo_Sep%C3%BAlveda_(director_de_cine),guionista, director de cine, realizador de televisión, productor de cine,,,,,,,,,,,,,,,,,,,,
Bastián Bodenhöfer,http://www.wikidata.org/entity/Q4306829,masculino,Chile,"director de teatro, actor",Arte,1960,1961,1961-07-01T00:00:00Z,7/1/1961,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Basti%C3%A1n%20Bodenh%C3%B6fer%20en%20El%20Mercader%20de%20Venecia.jpg,https://es.wikipedia.org/wiki/Basti%C3%A1n_Bodenh%C3%B6fer,director de teatro, actor,,,,,,,,,,,,,,,,,,,,,,
Roberto Merino,http://www.wikidata.org/entity/Q19886427,masculino,Chile,"escritor, periodista",Arte,1960,1961,1961-11-14T00:00:00Z,11/14/1961,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Merino%2C%20Roberto%202.jpg,https://es.wikipedia.org/wiki/Roberto_Merino_(escritor),escritor, periodista,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Mundaca,http://www.wikidata.org/entity/Q57875785,masculino,Chile,"ingeniero agrónomo, activista por los derechos humanos, escritor, político",Arte,1960,1961,1961-05-13T00:00:00Z,5/13/1961,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Rodrigo%20Mundaca%20en%20Valpara%C3%ADso%204%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Rodrigo_Mundaca,ingeniero agrónomo, activista por los derechos humanos, escritor, político,,,,,,,,,,,,,,,,,,,,
Andrés Morales,http://www.wikidata.org/entity/Q287334,masculino,Chile,"poeta, escritor",Arte,1960,1962,1962-05-26T00:00:00Z,5/26/1962,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,,https://es.wikipedia.org/wiki/Andr%C3%A9s_Morales,poeta, escritor,,,,,,,,,,,,,,,,,,,,,,
Fernando Larraín,http://www.wikidata.org/entity/Q5444777,masculino,Chile,"comediante, músico, actor",Arte,1960,1962,1962-09-12T00:00:00Z,9/12/1962,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Larra%C3%ADn%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Fernando_Larra%C3%ADn,comediante, músico, actor,,,,,,,,,,,,,,,,,,,,,
Bombo Fica,http://www.wikidata.org/entity/Q6397597,masculino,Chile,"comediante, actor de televisión, actor",Arte,1960,1963,1963-09-04T00:00:00Z,9/4/1963,http://www.wikidata.org/entity/Q298,Purén,Point(-73.083333333 -38.016666666),"-38.01666666, -73.083333333",-38.017,-73.083,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Telet%C3%B3n%202018%20-%20Bombo%20Fica%20-%2001.jpg,https://es.wikipedia.org/wiki/Bombo_Fica,comediante, actor de televisión, actor,,,,,,,,,,,,,,,,,,,,,
Pablo Krögh,http://www.wikidata.org/entity/Q6056121,masculino,Chile,"actor de televisión, actor",Arte,1960,1963,1963-02-21T00:00:00Z,2/21/1963,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2013,2013-09-02T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20Krogh.jpg,https://es.wikipedia.org/wiki/Pablo_Kr%C3%B6gh,actor de televisión, actor,,,,,,,,,,,,,,,,,,,,,,
Luis Orlandini,http://www.wikidata.org/entity/Q5984082,masculino,Chile,guitarrista,Arte,1960,1964,1964-01-01T00:00:00Z,1/1/1964,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,,https://es.wikipedia.org/wiki/Luis_Orlandini,guitarrista,,,,,,,,,,,,,,,,,,,,,,,
Miguel Tapia,http://www.wikidata.org/entity/Q5490941,masculino,Chile,"cantante, baterista",Arte,1960,1964,1964-05-09T00:00:00Z,5/9/1964,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20Tapia.jpg,https://es.wikipedia.org/wiki/Miguel_Tapia,cantante, baterista,,,,,,,,,,,,,,,,,,,,,,
Daniel Puente Encina,http://www.wikidata.org/entity/Q20986937,masculino,Chile,"compositor de canciones, compositor, músico, guitarrista, actor, cantante",Arte,1960,1965,1965-01-01T00:00:00Z,1/1/1965,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Puente%20Encina%20Backstage.jpg,https://es.wikipedia.org/wiki/Daniel_Puente_Encina,compositor de canciones, compositor, músico, guitarrista, actor, cantante,,,,,,,,,,,,,,,,,,
Waldo L. Parra,http://www.wikidata.org/entity/Q52363482,masculino,Chile,"escritor, abogado",Arte,1960,1965,1965-12-02T00:00:00Z,12/2/1965,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Parra%2C%20Waldo%20-FILSA%202016%20fRF01.jpg,https://es.wikipedia.org/wiki/Waldo_L._Parra,escritor, abogado,,,,,,,,,,,,,,,,,,,,,,
Álvaro Scaramelli,http://www.wikidata.org/entity/Q8076766,masculino,Chile,cantante,Arte,1960,1965,1965-09-03T00:00:00Z,9/3/1965,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Alvaro-scaramalli-vivo.jpg,https://es.wikipedia.org/wiki/%C3%81lvaro_Scaramelli,cantante,,,,,,,,,,,,,,,,,,,,,,,
Francisco Melo,http://www.wikidata.org/entity/Q5483700,masculino,Chile,"productor, actor",Arte,1960,1966,1966-02-14T00:00:00Z,2/14/1966,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Premios%20Caleuche%202019%20-%202019-01-22%20-%2005.jpg,https://es.wikipedia.org/wiki/Francisco_Melo,productor, actor,,,,,,,,,,,,,,,,,,,,,,
Igor Saavedra Valenzuela,http://www.wikidata.org/entity/Q5913726,masculino,Chile,"músico, guitarrista",Arte,1960,1966,1966-05-31T00:00:00Z,5/31/1966,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Igor%20Saavedra%20Valenzuela-DSC5779bnbaja.jpg,https://es.wikipedia.org/wiki/Igor_Saavedra_Valenzuela,músico, guitarrista,,,,,,,,,,,,,,,,,,,,,,
León Errázuriz,http://www.wikidata.org/entity/Q5974575,masculino,Estados Unidos,"guionista, director de cine, pintor",Arte,1960,1968,1968-07-23T00:00:00Z,7/23/1968,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,,https://es.wikipedia.org/wiki/Le%C3%B3n_Err%C3%A1zuriz,guionista, director de cine, pintor,,,,,,,,,,,,,,,,,,,,,
Anton Reisenegger,http://www.wikidata.org/entity/Q4775972,masculino,Chile,"músico, guitarrista",Arte,1960,1969,1969-01-21T00:00:00Z,1/21/1969,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20Reisenegger1.jpg,https://es.wikipedia.org/wiki/Anton_Reisenegger,músico, guitarrista,,,,,,,,,,,,,,,,,,,,,,
Claudio Valenzuela,http://www.wikidata.org/entity/Q2842161,masculino,Chile,"cantante, compositor de canciones, guitarrista",Arte,1960,1969,1969-06-10T00:00:00Z,6/10/1969,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Claudio%20Valenzuela.jpg,https://es.wikipedia.org/wiki/Claudio_Valenzuela_(m%C3%BAsico),cantante, compositor de canciones, guitarrista,,,,,,,,,,,,,,,,,,,,,
Jorge Baradit,http://www.wikidata.org/entity/Q5934568,masculino,Chile,"diseñador gráfico, escritor, político",Arte,1960,1969,1969-06-11T00:00:00Z,6/11/1969,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Baradit%2C%20Jorge%20-FILSA%2020171027%20fRF01.jpg,https://es.wikipedia.org/wiki/Jorge_Baradit,diseñador gráfico, escritor, político,,,,,,,,,,,,,,,,,,,,,
Rafael Gumucio,http://www.wikidata.org/entity/Q7282163,masculino,Chile,"escritor, periodista",Arte,1970,1970,1970-01-01T00:00:00Z,1/1/1970,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Gumucio%2C%20Rafael%20-FILSA%202015%2010%2023%20fRF08.jpg,https://es.wikipedia.org/wiki/Rafael_Gumucio,escritor, periodista,,,,,,,,,,,,,,,,,,,,,,
Carlos Patricio Díaz,http://www.wikidata.org/entity/Q16204039,masculino,Canadá,"actor de televisión, actor de voz, actor de cine, actor",Arte,1970,1970,1970-07-21T00:00:00Z,7/21/1970,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,,https://es.wikipedia.org/wiki/Carlos_Patricio_D%C3%ADaz,actor de televisión, actor de voz, actor de cine, actor,,,,,,,,,,,,,,,,,,,,
Francisco Pérez-Bannen,http://www.wikidata.org/entity/Q6557218,masculino,Chile,actor,Arte,1970,1971,1971-01-16T00:00:00Z,1/16/1971,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20P%C3%A9rez-Bannen.jpg,https://es.wikipedia.org/wiki/Francisco_P%C3%A9rez_Bannen,actor,,,,,,,,,,,,,,,,,,,,,,,
Daniel Alcaíno,http://www.wikidata.org/entity/Q5216381,masculino,Chile,"comediante, actor de televisión, actor",Arte,1970,1972,1972-04-06T00:00:00Z,4/6/1972,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Alcaino%202023.jpg,https://es.wikipedia.org/wiki/Daniel_Alca%C3%ADno,comediante, actor de televisión, actor,,,,,,,,,,,,,,,,,,,,,
José Ignacio Valenzuela,http://www.wikidata.org/entity/Q5693614,masculino,Chile,"guionista, productor, escritor, dramaturgo",Arte,1970,1972,1972-04-29T00:00:00Z,4/29/1972,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Valenzuela%2C%20Jose%20Ignacio%20-FILSA%202015%2011%2001%20fRF01.JPG,https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Valenzuela,guionista, productor, escritor, dramaturgo,,,,,,,,,,,,,,,,,,,,
Sebastián Sepúlveda,http://www.wikidata.org/entity/Q19666730,masculino,Chile,"director de cine, editor de cine, guionista, productor de cine, realizador",Arte,1970,1972,1972-01-01T00:00:00Z,1/1/1972,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,,,,,,,,4,,https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Sep%C3%BAlveda,director de cine, editor de cine, guionista, productor de cine, realizador,,,,,,,,,,,,,,,,,,,
Álvaro Díaz,http://www.wikidata.org/entity/Q6172776,masculino,Chile,"guionista, músico, director de cine, periodista",Arte,1970,1972,1972-01-02T00:00:00Z,1/2/1972,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lvaro%20D%C3%ADaz%20%286550404337%29.jpg,https://es.wikipedia.org/wiki/%C3%81lvaro_D%C3%ADaz_Gonz%C3%A1lez,guionista, músico, director de cine, periodista,,,,,,,,,,,,,,,,,,,,
Pablo Illanes,http://www.wikidata.org/entity/Q6056098,masculino,Chile,"guionista, escritor, periodista",Arte,1970,1973,1973-03-12T00:00:00Z,3/12/1973,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Illanes%2C%20Pablo%20-FILSA%202015%2011%2004%20fRF04.jpg,https://es.wikipedia.org/wiki/Pablo_Illanes,guionista, escritor, periodista,,,,,,,,,,,,,,,,,,,,,
Quique Neira,http://www.wikidata.org/entity/Q2123427,masculino,Chile,"cantante, compositor de canciones, músico",Arte,1970,1973,1973-04-11T00:00:00Z,4/11/1973,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Quique%20neira1.jpg,https://es.wikipedia.org/wiki/Quique_Neira,cantante, compositor de canciones, músico,,,,,,,,,,,,,,,,,,,,,
César Caillet,http://www.wikidata.org/entity/Q5202519,masculino,Chile,"actor de televisión, abogado, actor",Arte,1970,1974,1974-01-09T00:00:00Z,1/9/1974,http://www.wikidata.org/entity/Q298,Temuco,Point(-72.5901 -38.7399),"-38.739, -72.5901",-38.739,-72.590,,,,,,,,4,,https://es.wikipedia.org/wiki/C%C3%A9sar_Caillet,actor de televisión, abogado, actor,,,,,,,,,,,,,,,,,,,,,
Patricio Jara,http://www.wikidata.org/entity/Q16617014,masculino,Chile,"escritor, periodista",Arte,1970,1974,1974-05-04T00:00:00Z,5/4/1974,http://www.wikidata.org/entity/Q298,Antofagasta,Point(-70.398055555 -23.646388888),"-23.64638888, -70.398055555",-23.646,-70.398,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Sfpj2012.jpg,https://es.wikipedia.org/wiki/Patricio_Jara,escritor, periodista,,,,,,,,,,,,,,,,,,,,,,
Leo Quinteros,http://www.wikidata.org/entity/Q4310197,masculino,Chile,"cantante, guitarrista, actor, compositor",Arte,1970,1975,1975-07-11T00:00:00Z,7/11/1975,http://www.wikidata.org/entity/Q298,Arica,Point(-70.318055555 -18.477777777),"-18.47777777, -70.318055555",-18.478,-70.318,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20Quinteros.jpg,https://es.wikipedia.org/wiki/Leo_Quinteros,cantante, guitarrista, actor, compositor,,,,,,,,,,,,,,,,,,,,
Álvaro Bisama,http://www.wikidata.org/entity/Q6172737,masculino,Chile,"escritor, crítico literario",Arte,1970,1975,1975-04-18T00:00:00Z,4/18/1975,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Bisama%2C%20Alvaro%20-FAS%2020181111%20fRF09.jpg,https://es.wikipedia.org/wiki/%C3%81lvaro_Bisama,escritor, crítico literario,,,,,,,,,,,,,,,,,,,,,,
Juan José Gurruchaga,http://www.wikidata.org/entity/Q9290061,masculino,Chile,"actor de televisión, actor",Arte,1970,1977,1977-11-29T00:00:00Z,11/29/1977,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Jos%C3%A9%20Gurruchaga.png,https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Gurruchaga,actor de televisión, actor,,,,,,,,,,,,,,,,,,,,,,
Jonathan Pérez (músico),http://www.wikidata.org/entity/Q9012587,masculino,Noruega,músico,Arte,1970,1979,1979-05-01T00:00:00Z,5/1/1979,http://www.wikidata.org/entity/Q298,Quintero,Point(-71.533333333 -32.783333333),"-32.78333333, -71.533333333",-32.783,-71.533,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jeppsipeppsi.jpg,https://es.wikipedia.org/wiki/Jonathan_P%C3%A9rez_(m%C3%BAsico),músico,,,,,,,,,,,,,,,,,,,,,,,
Gepe,http://www.wikidata.org/entity/Q5548652,masculino,Chile,"compositor, guitarrista, actor, baterista, cantante, tecladista",Arte,1980,1981,1981-09-28T00:00:00Z,9/28/1981,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Gepe%20%284912378348%29.jpg,https://es.wikipedia.org/wiki/Gepe,compositor, guitarrista, actor, baterista, cantante, tecladista,,,,,,,,,,,,,,,,,,
Axel Kaiser,http://www.wikidata.org/entity/Q27765731,masculino,Alemania,"abogado, activista político, escritor, columnista, profesor universitario",Arte,1980,1981,1981-07-04T00:00:00Z,7/4/1981,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Kaiser%201.jpg,https://es.wikipedia.org/wiki/Axel_Kaiser,abogado, activista político, escritor, columnista, profesor universitario,,,,,,,,,,,,,,,,,,,
Stefan Kramer,http://www.wikidata.org/entity/Q868516,masculino,Chile,"actor de televisión, presentador de televisión, director de cine, actor de cine, imitador, comediante, guionista, productor de cine",Arte,1980,1982,1982-02-19T00:00:00Z,2/19/1982,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Expo%20Quillota%2020200129%2007.jpg,https://es.wikipedia.org/wiki/Stefan_Kramer,actor de televisión, presentador de televisión, director de cine, actor de cine, imitador, comediante, guionista, productor de cine,,,,,,,,,,,,,,,,
Álex Anwandter,http://www.wikidata.org/entity/Q5665975,masculino,Chile,"activista LGBTI, director de videos musicales, director de cine, productor discográfico, cantautor",Arte,1980,1983,1983-03-24T00:00:00Z,3/24/1983,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lex%20Anwandter%20%286555717877%29.jpg,https://es.wikipedia.org/wiki/%C3%81lex_Anwandter,activista LGBTI, director de videos musicales, director de cine, productor discográfico, cantautor,,,,,,,,,,,,,,,,,,,
Nano Stern,http://www.wikidata.org/entity/Q6037818,masculino,Chile,"multiinstrumentista, compositor de canciones, compositor, guitarrista, cantante",Arte,1980,1985,1985-03-30T00:00:00Z,3/30/1985,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Nano%20stern.jpg,https://es.wikipedia.org/wiki/Nano_Stern,multiinstrumentista, compositor de canciones, compositor, guitarrista, cantante,,,,,,,,,,,,,,,,,,,
Vicente Carvallo y Goyeneche,http://www.wikidata.org/entity/Q7925127,masculino,Chile,"historiador, geógrafo",Ciencia y tecnología,1740,1742,1742-01-01T00:00:00Z,1/1/1742,http://www.wikidata.org/entity/Q298,Valdivia,Point(-73.2459 -39.8142),"-39.814, -73.2459",-39.814,-73.246,1816,1816-01-01T00:00:00Z,,,,,,4,,https://es.wikipedia.org/wiki/Vicente_Carvallo_y_Goyeneche,historiador, geógrafo,,,,,,,,,,,,,,,,,,,,,,
George Edwards Brown,http://www.wikidata.org/entity/Q5538913,masculino,Chile,"médico, cirujano, empresario, político",Ciencia y tecnología,1780,1780,1780-01-02T00:00:00Z,1/2/1780,http://www.wikidata.org/entity/Q145,Londres,Point(-0.1275 51.507222222),"51.50722222, -0.1275",51.507,-0.128,1848,1848-03-04T00:00:00Z,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Edwards%20Brown.jpg,https://es.wikipedia.org/wiki/Jorge_Edwards_Brown,médico, cirujano, empresario, político,,,,,,,,,,,,,,,,,,,,
Guillermo Blest,http://www.wikidata.org/entity/Q8007377,masculino,Irlanda,médico,Ciencia y tecnología,1800,1800,1800-01-01T00:00:00Z,1/1/1800,http://www.wikidata.org/entity/Q27,Sligo,Point(-8.4833 54.2667),"54.266, -8.4833",54.266,-8.483,1884,1884-01-01T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Guillermo%20Blest%20Cun.jpg,https://es.wikipedia.org/wiki/Guillermo_Blest,médico,,,,,,,,,,,,,,,,,,,,,,,
Adolfo Murillo,http://www.wikidata.org/entity/Q21502992,masculino,Chile,"médico, botánico, político",Ciencia y tecnología,1840,1840,1840-01-01T00:00:00Z,1/1/1840,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1899,1899-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Adolfo%20Murillo.jpg,https://es.wikipedia.org/wiki/Adolfo_Murillo,médico, botánico, político,,,,,,,,,,,,,,,,,,,,,
Manuel Barros Borgoño,http://www.wikidata.org/entity/Q6752440,masculino,Chile,médico,Ciencia y tecnología,1850,1852,1852-08-11T00:00:00Z,8/11/1852,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1903,1903-03-10T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Barros%20Borgo%C3%B1o%20%281902%29.JPG,https://es.wikipedia.org/wiki/Manuel_Barros_Borgo%C3%B1o,médico,,,,,,,,,,,,,,,,,,,,,,,
Federico Puga Borne,http://www.wikidata.org/entity/Q5857800,masculino,Chile,"cirujano, político",Ciencia y tecnología,1850,1855,1855-10-31T00:00:00Z,10/31/1855,http://www.wikidata.org/entity/Q298,Chillán Viejo,Point(-72.1317 -36.6229),"-36.622, -72.1317",-36.622,-72.132,1935,1935-08-13T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Puga%20Borne%2C%20Federico.JPG,https://es.wikipedia.org/wiki/Federico_Puga_Borne,cirujano, político,,,,,,,,,,,,,,,,,,,,,,
Aureliano Oyarzún Navarro,http://www.wikidata.org/entity/Q4822242,masculino,Chile,"médico, antropólogo, arqueólogo",Ciencia y tecnología,1850,1858,1858-01-01T00:00:00Z,1/1/1858,http://www.wikidata.org/entity/Q298,Dalcahue,Point(-73.6473 -42.3796),"-42.379, -73.6473",-42.379,-73.647,1947,1947-01-01T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Aureliano%20Oyarz%C3%BAn%20Navarro.jpg,https://es.wikipedia.org/wiki/Aureliano_Oyarz%C3%BAn_Navarro,médico, antropólogo, arqueólogo,,,,,,,,,,,,,,,,,,,,,
Carlos E. Porter,http://www.wikidata.org/entity/Q21030376,masculino,Chile,botánico,Ciencia y tecnología,1860,1867,1867-08-20T00:00:00Z,8/20/1867,http://www.wikidata.org/entity/Q298,Caldera,Point(-70.816666666 -27.066666666),"-27.06666666, -70.816666666",-27.067,-70.817,1942,1942-01-01T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20E.%20Porter.jpg,https://es.wikipedia.org/wiki/Carlos_E._Porter,botánico,,,,,,,,,,,,,,,,,,,,,,,
Josué Smith Solar,http://www.wikidata.org/entity/Q5937242,masculino,Chile,arquitecto,Ciencia y tecnología,1860,1867,1867-01-01T00:00:00Z,1/1/1867,http://www.wikidata.org/entity/Q298,San Nicolás,Point(-72.212325 -36.503411111),"-36.50341111, -72.212325",-36.503,-72.212,1938,1938-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,,https://es.wikipedia.org/wiki/Josu%C3%A9_Smith_Solar,arquitecto,,,,,,,,,,,,,,,,,,,,,,,
Luis Risopatrón,http://www.wikidata.org/entity/Q18229449,masculino,Chile,"ingeniero, geógrafo",Ciencia y tecnología,1860,1869,1869-01-01T00:00:00Z,1/1/1869,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1930,1930-01-01T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Luis%20Risopatr%C3%B3n.jpg,https://es.wikipedia.org/wiki/Luis_Risopatr%C3%B3n,ingeniero, geógrafo,,,,,,,,,,,,,,,,,,,,,,
